#{"t_start": 1772767812.3438518, "env_id": "marinenav_env-v0"}
r,l,t,is_success
107.335738,27,125.546003,True
121.564159,24,125.619262,True
118.064984,21,125.684277,True
107.978275,34,125.7868,True
118.769889,21,125.8478,True
103.097562,34,125.944315,True
-46.207574,27,126.018832,False
-44.117554,17,126.071352,False
113.205735,18,126.137427,True
-48.235701,18,126.190386,False
112.201693,29,126.272879,True
-51.482063,19,126.329879,False
-51.563437,16,126.379415,False
107.17196,24,126.449407,True
110.779921,20,126.508546,True
-35.502289,16,126.554553,False
110.08209,29,126.638834,True
-56.922958,25,126.71386,False
109.287768,21,126.781324,True
93.023667,39,126.890244,True
113.897345,16,126.938273,True
112.839497,18,126.9899,True
110.109965,20,127.052367,True
115.254668,33,127.154884,True
-48.678773,15,127.199903,False
106.684152,23,127.267935,True
111.690385,18,127.32142,True
111.379718,31,127.409934,True
-52.580966,17,127.458939,False
97.233693,34,127.546458,True
-46.79891,8,127.568969,False
-49.72123,9,127.592973,False
114.590409,23,127.649973,True
115.138457,20,127.701,True
125.869289,27,127.771518,True
111.098963,26,127.838517,True
110.864513,27,127.907091,True
112.727353,22,127.964044,True
112.857639,24,128.025557,True
105.600386,24,128.086073,True
-45.730989,7,128.107077,False
113.571842,16,128.151078,True
-43.826122,7,128.172167,False
105.336698,33,128.260173,True
117.096495,22,128.321687,True
104.08748,26,128.410213,True
98.773934,40,128.514729,True
-52.647628,15,128.55979,False
116.617828,27,128.63331,True
106.970945,23,128.694336,True
113.036985,27,128.770922,True
110.099102,22,128.832921,True
111.314852,21,128.890638,True
101.866169,33,128.983806,True
111.243645,22,129.050781,True
-39.473073,16,129.10026,False
107.010276,34,129.197603,True
111.977656,18,129.252599,True
104.387662,29,129.335121,True
111.907925,17,129.384643,True
-42.505125,15,129.428644,False
111.480198,25,129.50889,True
106.214533,30,129.596317,True
112.36982,22,130.861409,True
110.270162,30,130.933922,True
105.401499,26,130.995456,True
102.615025,29,131.074546,True
121.852759,29,131.146546,True
-46.156472,9,131.170039,False
110.385944,21,131.221555,True
105.602327,25,131.289344,True
103.004445,32,131.379895,True
102.13751,27,131.445895,True
113.865662,17,131.485411,True
-44.987106,8,131.508413,False
-46.177595,14,131.545412,False
111.034255,19,131.591932,True
109.750216,34,131.676959,True
-44.864879,9,131.703957,False
-44.011827,15,131.748954,False
113.597069,15,131.78927,True
104.112817,27,131.8868,True
102.816426,32,131.96781,True
114.098198,19,132.019317,True
111.93322,26,132.088852,True
121.125992,20,132.141851,True
102.413564,33,132.227883,True
107.995324,24,132.291401,True
110.748351,28,132.364405,True
104.629332,35,132.454918,True
101.699263,33,132.545436,True
107.804704,24,132.612956,True
112.476267,20,132.672488,True
110.600063,20,132.727003,True
108.018525,25,132.797524,True
118.038676,31,132.889038,True
-44.47863,20,132.948038,False
110.755693,21,133.008552,True
106.284007,23,133.072557,True
108.462241,22,133.134069,True
118.036576,27,133.212106,True
-47.554096,7,133.232105,False
104.829573,24,133.300622,True
119.342501,20,133.358634,True
-46.108393,15,133.405153,False
110.38106,19,133.459986,True
116.403069,21,133.523535,True
104.043044,28,133.598579,True
106.748437,24,133.667586,True
110.542167,26,133.735618,True
104.828179,32,133.829048,True
108.993757,37,133.923564,True
103.51218,27,133.989084,True
-56.014731,23,134.047085,False
101.096481,34,134.131607,True
-45.777117,7,134.150607,False
112.221303,21,134.204652,True
105.579313,24,134.267657,True
111.292149,26,134.334174,True
107.846424,24,134.411695,True
98.101151,35,134.502217,True
104.814068,29,134.577736,True
102.837424,28,134.648736,True
119.431687,24,134.710778,True
-45.322416,8,134.734779,False
112.829283,26,134.801301,True
-66.614049,37,134.899823,False
114.265224,31,134.979346,True
-45.980236,7,134.998349,False
-51.912558,21,135.063351,False
109.660396,26,135.13187,True
112.209861,21,135.184903,True
107.635898,22,135.241904,True
102.705643,28,135.313444,True
-50.742361,12,135.346443,False
106.85722,22,135.404967,True
-47.735196,26,135.470978,False
112.544475,22,135.527486,True
-49.485125,15,135.56749,False
-49.635732,11,135.599005,False
106.755109,24,135.676379,True
113.350309,16,135.718488,True
114.308609,18,135.765013,True
90.22308,48,135.88605,True
110.541903,32,135.970055,True
-41.380506,11,135.999571,False
111.852058,21,136.055573,True
109.562759,28,136.126088,True
-53.25875,23,136.185669,False
-42.839384,15,136.225674,False
92.044386,45,136.35719,True
-51.149226,15,137.548319,False
109.542514,27,137.609863,True
111.802183,23,137.663868,True
-53.48715,23,137.716903,False
104.190963,36,137.80017,True
-41.283317,18,137.843154,False
-51.519493,14,137.879812,False
-52.800747,17,137.921057,False
95.014842,43,138.019579,True
115.639492,22,138.070588,True
-48.764127,15,138.106096,False
-45.830453,10,138.132098,False
121.219711,23,138.186911,True
108.30374,28,138.253912,True
-45.529654,17,138.294433,False
-50.509334,36,138.391955,False
-43.171238,14,138.424954,False
113.638425,18,138.468962,True
106.686026,24,138.524473,True
-54.64175,19,138.569481,False
107.965937,24,138.625996,True
112.44257,33,138.702033,True
109.518452,27,138.764039,True
107.864685,29,138.832555,True
106.45626,24,138.889077,True
-49.472989,12,138.931082,False
109.913869,22,138.986598,True
113.969384,25,139.045598,True
99.623677,29,139.117126,True
-46.644369,15,139.15815,False
109.103242,20,139.215699,True
103.213743,31,139.308227,True
-49.968553,15,139.362231,False
-49.582134,14,139.408745,False
116.934723,19,139.467757,True
115.953341,23,139.542266,True
-46.199806,6,139.560271,False
99.524075,34,139.648787,True
-51.745401,14,139.691827,False
106.844493,32,139.791387,True
-50.904071,15,139.84339,False
-50.73814,24,139.913913,False
113.362411,19,139.964911,True
-39.228868,9,139.992795,False
106.030897,23,140.058875,True
-49.960673,17,140.106519,False
107.174597,23,140.180561,True
106.012556,33,140.270562,True
106.225953,30,140.351948,True
-41.913217,9,140.378471,False
119.403481,28,140.456471,True
111.077458,20,140.512649,True
115.088955,27,140.58717,True
-53.590404,15,140.62717,False
110.756048,24,140.699008,True
116.574197,27,140.770011,True
116.67086,18,140.814524,True
100.045706,30,140.887039,True
-55.052403,21,140.939039,False
103.356393,27,141.003556,True
115.603845,20,141.052557,True
-36.760835,16,141.094082,False
117.7973,18,141.142082,True
-46.561581,9,141.166099,False
-43.527947,14,141.202115,False
108.666363,20,141.254115,True
108.271708,21,141.306466,True
-48.903645,11,141.335465,False
110.144169,27,141.403984,True
-40.649403,14,141.439984,False
113.065082,31,141.514943,True
-46.688424,8,141.536892,False
86.668733,52,141.661328,True
-42.415659,10,141.690063,False
112.484418,22,141.746063,True
-49.558795,12,141.777582,False
-40.617704,10,141.805582,False
106.649334,26,141.87159,True
109.71299,19,141.920101,True
107.483117,26,142.001621,True
111.160613,29,142.077141,True
116.143683,13,142.112141,True
115.079339,34,142.199388,True
-50.583194,22,142.256418,False
114.213734,31,142.336043,True
-47.094829,13,142.370055,False
115.056996,16,142.411572,True
114.49502,16,142.451572,True
111.081649,23,142.525094,True
-45.11224,8,142.547096,False
109.168894,22,142.601609,True
-50.511539,25,142.665616,False
108.571403,28,142.735639,True
109.728677,21,142.789155,True
112.842122,25,142.852155,True
115.972762,21,143.937903,True
110.340529,22,143.98742,True
116.838088,27,144.051421,True
103.619848,28,144.124939,True
110.751865,27,144.188081,True
-49.099205,10,144.212079,False
113.777924,21,144.261079,True
115.714482,23,144.316093,True
112.721897,16,144.355709,True
112.455009,23,144.410364,True
-47.357052,11,144.436881,False
107.791833,22,144.488398,True
-40.85601,14,144.521397,False
108.839862,20,144.569402,True
115.135565,23,144.623855,True
111.69515,22,144.676376,True
92.364545,36,144.76189,True
106.090504,32,144.837406,True
110.166861,21,144.884931,True
-45.213407,9,144.906937,False
-51.206578,16,144.944931,False
112.054382,26,145.005457,True
110.651414,21,145.056457,True
95.903969,38,145.141975,True
101.055607,30,145.209009,True
113.788141,15,145.24301,True
106.8402,28,145.309529,True
103.613664,28,145.370534,True
113.267854,22,145.422048,True
116.694889,32,145.492565,True
95.765979,43,145.586085,True
115.212261,22,145.647085,True
106.517705,33,145.73013,True
-54.27875,18,145.772135,False
105.608748,24,145.827647,True
106.910695,24,145.884184,True
116.486089,21,145.934179,True
106.859086,41,146.028697,True
112.086522,27,146.090218,True
96.229094,40,146.181247,True
114.000313,17,146.224247,True
110.576822,23,146.280777,True
121.964593,32,146.355777,True
104.707107,24,146.414294,True
-51.818586,9,146.437294,False
-40.013297,12,146.469304,False
116.500903,18,146.517497,True
117.622992,24,146.576527,True
114.639095,17,146.617555,True
114.206175,24,146.685588,True
104.59647,31,146.763597,True
117.466518,22,146.818103,True
114.558866,18,146.861102,True
106.339933,36,146.947619,True
104.805551,27,147.012134,True
116.035886,15,147.049134,True
111.902206,20,147.098664,True
119.408088,21,147.156663,True
114.807493,29,147.233701,True
-52.000593,25,147.295225,False
-44.590441,12,147.325221,False
111.41272,17,147.367227,True
-34.927401,20,147.417742,False
-41.689419,10,147.443743,False
-48.835763,21,147.494261,False
108.31614,23,147.550262,True
-46.107972,13,147.58379,False
108.757435,34,147.667796,True
117.763533,16,147.706823,True
-52.77369,16,147.747822,False
-47.146587,16,147.789339,False
111.573854,17,147.832338,True
106.127758,23,147.890469,True
99.727532,36,147.982985,True
-43.547784,9,148.006985,False
112.888201,21,148.060985,True
116.343087,31,148.137509,True
-50.110581,21,148.192537,False
114.065794,19,148.238536,True
111.11121,18,148.284059,True
-56.976656,19,148.334057,False
-52.937295,20,148.382587,False
111.788825,19,148.429587,True
119.075889,21,148.483113,True
122.957875,23,148.539107,True
116.118301,20,148.590625,True
102.916291,26,148.654519,True
100.61649,35,148.741776,True
101.8107,33,148.837819,True
102.289007,32,149.992147,True
-50.487631,11,150.018146,False
114.12271,23,150.073151,True
104.014785,27,150.135236,True
112.825237,20,150.181427,True
108.949509,27,150.244427,True
114.112587,26,150.304953,True
113.988447,29,150.374014,True
104.729929,25,150.439525,True
-60.314125,24,150.502638,False
114.285949,19,150.546643,True
-49.464583,21,150.595155,False
111.138882,19,150.642155,True
105.089318,25,150.70119,True
-44.335854,8,150.72119,False
-48.867802,9,150.74319,False
115.776094,19,150.787708,True
-45.02429,20,150.835722,False
116.13215,19,150.882338,True
-41.094758,12,150.911344,False
114.156506,16,150.950881,True
108.816063,24,151.006406,True
109.309245,27,151.080925,True
-47.191114,9,151.102925,False
109.3795,23,151.157925,True
111.260108,21,151.205954,True
101.961212,37,151.287477,True
110.798264,22,151.339479,True
109.604263,32,151.409995,True
-51.978879,15,151.444995,False
-48.259978,9,151.469002,False
-53.381341,21,151.518518,False
102.350999,31,151.608056,True
115.546062,16,151.648054,True
87.314561,46,151.755083,True
116.485994,25,151.8146,True
111.960618,17,151.855602,True
-47.08068,15,151.895124,False
106.740612,24,151.954153,True
114.984058,17,151.994643,True
109.72306,19,152.040645,True
112.810116,23,152.09816,True
-50.983233,15,152.136163,False
-47.595289,7,152.15516,False
113.070331,20,152.203191,True
-43.866912,6,152.222213,False
113.02392,26,152.283715,True
-47.840686,12,152.315716,False
109.75234,21,152.369722,True
116.536393,27,152.435232,True
93.063036,44,152.537752,True
108.342092,25,152.59927,True
110.595237,24,152.66027,True
108.819598,21,152.718366,True
105.091977,28,152.787884,True
-46.595305,19,152.834884,False
106.731211,26,152.899401,True
111.383129,20,152.949403,True
124.945366,22,153.009818,True
-54.697082,23,153.064899,False
124.530326,22,153.117937,True
109.649624,23,153.177943,True
113.861046,26,153.241577,True
118.059674,15,153.278583,True
-42.658687,9,153.302095,False
114.934732,20,153.352095,True
-47.695678,14,153.390614,False
-47.750888,17,153.434617,False
107.689935,22,153.490134,True
116.068845,20,153.540134,True
113.542978,32,153.624652,True
111.040067,29,153.701683,True
104.884913,25,153.764683,True
127.764575,28,153.835213,True
113.031803,23,153.893731,True
110.909899,24,153.954731,True
106.555275,28,154.022253,True
99.086243,30,154.094785,True
110.483802,22,154.150768,True
-50.561415,14,154.186803,False
-59.375054,17,154.232804,False
-43.158558,10,154.258803,False
-58.92707,19,154.308335,False
112.368489,25,154.369342,True
111.774477,21,154.425853,True
111.849007,22,154.492373,True
113.611983,18,154.538373,True
111.169021,29,154.612905,True
108.661507,24,154.67591,True
94.141496,50,154.798505,True
98.069263,39,154.896021,True
113.184978,21,154.952021,True
118.468871,24,155.012276,True
109.522577,25,156.175334,True
-44.117106,10,156.19932,False
125.920153,23,156.254319,True
-43.768117,20,156.301838,False
115.564246,16,156.339839,True
107.963752,26,156.406364,True
108.60831,26,156.471374,True
109.591008,31,156.541882,True
-54.029829,16,156.579889,False
-49.026523,19,156.623409,False
111.370842,20,156.670415,True
-47.01963,11,156.697446,False
112.511886,17,156.736447,True
113.539867,22,156.786971,True
115.357331,28,156.850968,True
97.367489,35,156.939488,True
93.724917,44,157.038633,True
99.131038,32,157.1118,True
-43.962938,10,157.135801,False
111.689181,22,157.185833,True
118.719141,23,157.237833,True
-49.082869,14,157.271839,False
-54.448174,10,157.297163,False
107.090654,27,157.362181,True
-42.877964,15,157.39678,False
-46.893207,12,157.426786,False
115.901117,18,157.469302,True
111.967797,21,157.517815,True
110.426126,20,157.580827,True
112.827639,25,157.642338,True
113.575694,27,157.703375,True
-44.594524,11,157.730375,False
-44.35153,12,157.759375,False
-45.343037,10,157.784893,False
118.436552,20,157.831895,True
105.252857,26,157.893416,True
-43.385175,5,157.907411,False
113.310875,20,157.953412,True
103.215807,27,158.023934,True
106.961481,24,158.087453,True
-54.249062,19,158.133453,False
105.188429,26,158.197477,True
109.317893,24,158.254477,True
114.933258,25,158.315007,True
110.873192,22,158.367005,True
-49.316601,19,158.414518,False
-46.054812,7,158.433519,False
120.905674,21,158.482523,True
113.393074,19,158.529035,True
116.058309,22,158.58204,True
111.935964,18,158.624549,True
112.633195,19,158.683578,True
100.593122,29,158.754583,True
106.413178,27,158.818107,True
-46.28675,8,158.840106,False
113.279065,22,158.892634,True
113.270667,25,158.951633,True
-43.435744,7,158.970643,False
121.922469,21,159.020156,True
111.460983,19,159.065156,True
114.472617,21,159.116676,True
-52.335548,13,159.150677,False
118.761384,21,159.201705,True
108.934391,23,159.256706,True
107.203409,32,159.333236,True
-50.063916,12,159.363238,False
105.212907,25,159.425756,True
-47.53206,15,159.463758,False
116.292675,23,159.522401,True
-45.806496,10,159.549401,False
110.729224,28,159.619569,True
-48.631145,11,159.649575,False
111.204438,19,159.699607,True
114.494456,25,159.783613,True
112.491244,22,159.840801,True
-40.117677,12,159.872805,False
103.791087,27,159.940325,True
120.198283,19,159.987846,True
111.29952,23,160.044846,True
-48.136289,20,160.094372,False
-54.682435,16,160.134373,False
108.01201,22,160.191405,True
107.541245,29,160.27341,True
123.512165,20,160.323225,True
117.586084,24,160.384233,True
110.174538,25,160.447755,True
113.27055,20,160.496276,True
-43.920094,9,160.520271,False
111.130636,23,160.575277,True
116.43114,20,160.624792,True
113.142068,19,160.673798,True
106.594558,26,160.738824,True
-50.89362,13,160.771829,False
113.762732,16,160.81334,True
107.475057,28,160.883349,True
121.221063,20,160.933702,True
-54.054329,24,161.004302,False
114.954289,18,161.056222,True
-56.507799,17,161.100791,False
109.792563,23,161.161366,True
102.188799,31,161.238395,True
